id_lectura,fecha_hora,edificio,ciudad,tipo_edificio,superficie_m2,temperatura_exterior_c,humedad_relativa_pct,radiacion_solar_wm2,ocupacion_personas,hvac_activo,modo_hvac,consumo_kwh,generacion_solar_kwh,periodo_tarifario,coste_eur
125,2025-05-05 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,9.8,60.1,0.0,48,0,Apagado,28.63,0.0,Valle,2.42
1811,2025-12-03 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,13.8,81.6,284.4,171,1,Calefaccion,155.03,79.96,Llano,13.02
1598,2025-05-05 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,17.6,54.1,325.1,161,0,Apagado,145.11,88.94,Llano,7.63
242,2025-08-29 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,21.3,46.4,264.4,358,No,Apagado,70.73,41.97,Llano,4.87
699,2025-11-25 14:00:00,Campus Norte,Bilbao,Educativo,8600,14.9,95.0,324.2,805,Si,Ventilacion,72.9,26.63,Llano,7.78
842,2025-04-15 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,16.7,64.3,244.7,450,0,Apagado,186.35,49.08,Llano,18.74
1788,2025-11-09 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,14.5,76.1,0.0,79,1,Ventilacion,129.47,0.0,Valle,14.05
703,2025-11-29 14:00:00,Campus Norte,Bilbao,Educativo,8600,16.7,90.0,278.1,0,0,Apagado,7.66,20.48,Valle,-0.55
1872,2025-01-29 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,16.7,87.4,0.0,291,0,Apagado,93.94,0.0,Punta,22.51
585,2025-08-05 00:00:00,Campus Norte,Bilbao,Educativo,8600,17.2,82.2,0.0,78,0,Apagado,17.25,0.0,Valle,1.72
980,2025-08-29 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,28.5,58.1,0.0,385,1,Refrigeracion,268.99,0.0,Punta,68.75
693,2025-11-21 00:00:00,Campus Norte,Bilbao,Educativo,8600,7.9,99.0,0.0,89,1,Calefaccion,26.16,0.0,Valle,2.71
271,2025-09-26 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,24.4,61.2,536.5,603,1,Refrigeracion,111.67,82.1,Llano,4.92
1136,2025-01-29 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,11.6,82.3,0.0,1304,1,Calefaccion,269.06,0.0,Punta,63.69
596,2025-08-13 20:00:00,Campus Norte,Bilbao,Educativo,8600,21.2,76.0,0.0,0,0,Apagado,11.66,0.0,Punta,2.99
786,2025-02-18 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,10.5,63.2,19.7,427,1,Calefaccion,286.2,3.89,Llano,40.68
1541,2025-03-10 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,8.1,69.0,0.0,41,1,Calefaccion,117.43,0.0,Valle,10.37
1251,2025-05-25 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,28.3,67.0,659.7,1558,1,Refrigeracion,237.08,77.36,Valle,14.22
497,2025-05-09 00:00:00,Campus Norte,Bilbao,Educativo,8600,12.6,81.8,0.0,91,1,Calefaccion,25.39,0.0,Valle,2.32
1523,2025-02-18 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,13.7,64.3,378.0,179,1,Calefaccion,158.9,110.86,Llano,7.21
221,2025-08-09 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,18.5,48.8,0.0,0,0,Apagado,25.24,0.0,Valle,2.55
405,2025-02-06 00:00:00,Campus Norte,Bilbao,Educativo,8600,6.6,99.0,0.0,87,1,Calefaccion,28.39,0.0,Valle,2.63
1220,2025-04-23 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,20.0,74.7,0.0,1255,0,Apagado,264.52,0.0,Punta,57.37
1361,2025-09-14 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,21.5,70.4,0.0,38,0,Apagado,50.51,0.0,Valle,5.48
878,2025-05-21 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,25.6,45.3,378.4,410,1,Refrigeracion,199.68,72.95,Llano,17.59
921,2025-07-04 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,22.8,,0.0,160,0,Apagado,171.44,0.0,Valle,15.89
1783,2025-11-05 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,21.3,48.9,550.5,169,0,Apagado,154.17,138.09,Llano,2.78
985,2025-09-06 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,16.7,54.8,0.0,232,0,Apagado,168.41,0.0,Valle,18.02
2170,2025-11-25 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,10.6,87.6,0.0,74,1,Calefaccion,33.53,0.0,Llano,5.69
1879,2025-02-06 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,14.2,87.8,424.4,80,1,Calefaccion,20.61,0.0,Llano,3.2
1162,2025-02-26 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,12.0,83.9,29.6,,0, APAGADO,46.21,3.9,Llano,6.26
313,2025-11-09 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,4.1,75.6,0.0,0,0,Apagado,24.3,0.0,Valle,2.67
1553,2025-03-22 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,4.6,82.7,0.0,19,TRUE,Calefaccion,82.02,0.0,Valle,7.16
1990,2025-05-29 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,19.1,75.4,358.4,71,0,Apagado,18.09,0.0,Llano,2.67
508,2025-05-17 20:00:00,Campus Norte,Bilbao,Educativo,8600,19.3,87.4,21.5,0,0,Apagado,11.82,1.73,Valle,0.88
1728,2025-09-10 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,22.2,44.7,0.0,175,0,Apagado,243.67,0.0,Punta,66.4
394,2025-01-25 08:00:00,Campus Norte,bilbao,Educativo,8600,8.7,94.6,0.0,0,no,Apagado,11.82,0.0,Valle,1.16
1407,2025-10-28 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,21.9,67.4,,1471,0,Apagado,199.79,73.7,Llano,21.98
1652,2025-06-26 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,28.2,50.6,61.0,-1,1,Refrigeracion,269.93,16.11,Punta,56.37
410,2025-02-10 08:00:00,Campus Norte,Bilbao,Educativo,8600,-999.0,99.0,6.9,793,1,Calefaccion,117.89,0.53,Llano,17.63
678,2025-11-05 08:00:00,Campus Norte,Bilbao,Educativo,8600,12.9,77.5,0.0,872,1,Calefaccion,125.79,0.0,Llano,22.43
953,2025-08-05 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,20.3,58.1,0.0,203,0,Apagado,166.61,0.0,Valle,16.86
2165,2025-11-21 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,10.3,92.9,0.0,287,1,Calefaccion,95.46,0.0,Valle,10.16
329,2025-11-25 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,0.7,85.3,0.0,4,0,Apagado,23.24,0.0,Valle,2.54
1037,2025-10-28 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,14.3,79.6,0.0,263,1,Calefaccion,186.78,0.0,Valle,20.47
86,2025-03-26 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,6.5,69.7,200.4,407,1,Calefaccion,75.18,29.57,Llano,6.22
84,2025-03-22 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,12.1,73.2,0.0,0,0,Apagado,26.18,0.0,Valle,2.3
207,2025-07-24 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,30.8,41.4,877.0,591,1,Refrigeracion,106.05,126.66,Llano,-1.31
104,2025-04-11 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,15.1,68.0,0.0,63,1,Ventilacion,39.42,0.0,Punta,8.44
1334,2025-08-17 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,22.1,116.2,348.5,0,0,Apagado,34.4,44.4,Valle,-0.41
1219,2025-04-23 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,23.4,65.1,708.8,1350,1,Ventilacion,206.03,87.17,Llano,16.51
735,2025-12-31 14:00:00,Campus Norte,Bilbao,Educativo,8600,13.6,89.3,270.4,0,0,Apagado,7.67,19.78,Llano,-0.77
1690,2025-08-05 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,25.1,50.0,320.7,164,1,Refrigeracion,154.52,81.69,Llano,11.57
1205,2025-04-11 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,12.4,74.9,0.0,0,0,Apagado,43.82,0.0,Valle,3.79
695,2025-11-21 14:00:00,Campus Norte,Bilbao,Educativo,8600,13.1,99.0,233.1,755,1,Calefaccion,82.83,17.36,Llano,11.23
1190,2025-03-26 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,14.9,93.6,100.0,174,0,Apagado,57.8,12.86,Llano,6.09
498,2025-05-09 08:00:00,Campus Norte,Bilbao,Educativo,8600,16.1,78.9,270.4,776,0,Apagado,83.78,19.72,Llano,9.25
1341,2025-08-25 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,21.4,66.9,0.0,0,0,Apagado,44.3,0.0,Valle,4.72
1166,2025-03-02 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,10.0,82.3,91.9,54,1,Calefaccion,64.03,10.5,Valle,4.82
1349,2025-09-02 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,20.6,66.4,0.0,62,0,Apagado,51.49,0.0,Valle,5.43
328,2025-11-21 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,10.1,70.9,0.0,91,1,Calefaccion,43.1,0.0,Punta,11.53
831,2025-04-03 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,23.1,61.2,704.3,417,1,Ventilacion,195.78,134.31,Llano,8.55
661,2025-10-20 00:00:00,Campus Norte, Bilbao ,Educativo,8600,11.8,99.0,0.0,69,1,Calefaccion,270.09,0.0,Valle,2.89
347,2025-12-11 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,11.9,59.9,574.7,552,1,Calefaccion,111.35,85.81,Llano,4.35
211,2025-07-28 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,30.2,44.9,847.9,573,1,Refrigeracion,106.01,125.7,Llano,-1.24
568,2025-07-16 20:00:00,Campus Norte,Bilbao,Educativo,8600,23.4,82.7,50.2,0,No,Apagado,13.01,3.48,Punta,2.24
143,2025-05-21 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,25.2,51.4,821.5,581,1,Refrigeracion,96.26,117.91,Llano,-1.2
515,2025-05-25 14:00:00,Campus Norte,Bilbao,Educativo,8600,20.8,82.5,809.6,,0,Apagado,9.24,61.81,Valle,-1.79
1387,2025-10-08 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,22.3,77.6,552.2,1199,0,Apagado,193.99,65.96,Llano,22.53
1029,2025-10-20 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,14.3,69.5,0.0,200,1,Calefaccion,168.28,0.0,Valle,18.36
1069,2025-11-29 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,4.8,69.8,0.0,237,1,Calefaccion,194.47,0.0,Valle,20.96
865,2025-05-09 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,17.2,65.8,0.0,216,0,Apagado,177.25,0.0,Valle,15.21
1306,2025-07-20 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,25.8,47.9,452.8,3,1,Refrigeracion,44.43,54.1,Valle,-0.39
892,2025-06-02 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,29.2,56.9,53.1,444,1,Refrigeracion,308.17,9.95,Punta,64.74
1227,2025-05-01 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,20.1,75.3,535.8,1312,No,Apagado,195.87,66.42,Valle,11.34
815,2025-03-18 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,21.4,71.4,489.3,402,0,Apagado,187.67,102.93,Llano,11.65
1860,2025-01-17 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,8.7,81.6,0.0,284,1,Calefaccion,97.93,0.0,Punta,24.03
1383,2025-10-04 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,25.6,77.0,564.7,1541,1,Refrigeracion,224.3,73.93,Valle,16.87
564,2025-07-12 20:00:00,Campus Norte,Bilbao,Educativo,8600,20.6,72.2,45.5,0,0,Apagado,12.32,3.42,Valle,0.88
1779,2025-11-01 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,15.9,67.1,583.1,3,0,Apagado,31.0,159.51,Valle,-5.53
372,2025-01-01 20:00:00,Campus Norte,Bilbao,Educativo,8600,8.6,90.8,0.0,0,0,Apagado,12.78,0.0,Valle,1.29
1182,2025-03-18 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,12.1,76.8,143.0,43,0,Apagado,32.52,17.71,Llano,2.11
1012,2025-09-30 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,23.6,48.2,0.0,416,1,Ventilacion,288.23,0.0,Punta,76.78
1304,2025-07-16 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,25.3,61.2,73.6,1449,1,Refrigeracion,,9.61,Punta,65.86
891,2025-06-02 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,34.2,36.7,776.2,443,1,Refrigeracion,228.83,143.18,Llano,11.94
2015,2025-06-22 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,30.3,61.4,793.5,111,1,Refrigeracion,35.97,0.0,Valle,3.35
1262,2025-06-06 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,22.1,62.4,408.3,0,0,Apagado,32.22,53.76,Llano,-1.27
1950,2025-04-19 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,17.0,83.6,212.7,109,0,Apagado,25.86,0.0,Valle,2.21
684,2025-11-09 20:00:00,Campus Norte,Bilbao,Educativo,8600,12.8,89.1,0.0,15,0,Apagado,14.09,0.0,Valle,1.53
1298,2025-07-12 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,22.8,79.7,339.1,90,0,Apagado,38.33,44.54,Valle,-0.25
1413,2025-11-05 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,11.8,76.9,0.0,201,0,Apagado,57.23,0.0,Valle,6.24
633,2025-09-22 00:00:00,Campus Norte,Bilbao,Educativo,8600,16.7,93.4,0.0,56,0,Apagado,23.5,0.0,Valle,2.52
195,2025-07-12 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,32.1,42.0,934.5,34,0,Apagado,16.4,139.0,Valle,-4.72
514,2025-05-25 08:00:00,Campus Norte,Bilbao,Educativo,8600,19.4,76.6,295.6,,FALSE,Apagado,13.41,23.16,Valle,-0.33
1639,2025-06-14 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,29.7,50.7,810.8,88,TRUE,Refrigeracion,101.1,212.82,Valle,-3.95
1456,2025-12-15 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,13.0,,0.0,1412,1,Calefaccion,278.2,0.0,Punta,70.05
1699,2025-08-13 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,32.1,66.7,668.1,159,1,Refrigeracion,180.86,157.53,Llano,3.82
2063,2025-08-09 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,27.6,58.9,685.7,147,1,Refrigeracion,32.06,0.0,Valle,3.21
210,2025-07-28 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,21.7,59.2,391.8,333,0,Apagado,64.01,60.24,Llano,0.6
1001,2025-09-22 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,21.1,60.4,0.0,212,0,Apagado,183.38,0.0,Valle,20.15
1187,2025-03-22 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,15.0,81.0,498.8,1557,1,Ventilacion,225.58,65.15,Valle,14.12
636,2025-09-22 20:00:00,Campus Norte,Bilbao,Educativo,8600,16.5,73.8,0.0,14,0,Apagado,18.42,0.0,Punta,4.96
2012,2025-06-18 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,25.0,79.6,61.7,306,1,Refrigeracion,96.93,0.0,Punta,21.37
1535,2025-03-02 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,14.5,78.6,422.2,75,1,Ventilacion,83.4,114.21,Valle,-1.08
88,2025-03-26 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,11.5,70.7,0.0,49,1,Calefaccion,41.03,0.0,Punta,8.91
1370,2025-09-22 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,19.5,62.6,213.3,,0,Apagado,44.14,27.36,Llano,2.98
1926,2025-03-26 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,13.4,86.9,113.1,47,1,Calefaccion,34.33,0.0,Llano,4.79
910,2025-06-22 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,27.1,43.6,451.1,443,1,Refrigeracion,209.37,91.72,Valle,10.98
1742,2025-09-26 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,20.2,49.3,170.9,,0,Apagado,154.73,44.92,Llano,18.44
191,2025-07-08 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,34.9,34.7,950.0,587,1,Refrigeracion,123.43,141.73,Llano,-1.13
1777,2025-11-01 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,6.6,67.2,0.0,0,0,Apagado,49.12,0.0,Valle,5.11
179,2025-06-26 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,26.2,48.5,,579,1,Refrigeracion,113.29,109.2,Llano,0.61
557,2025-07-08 00:00:00,Campus Norte,Bilbao,Educativo,8600,19.7,84.6,0.0,0,0,Apagado,12.08,0.0,Valle,1.15
1866,2025-01-25 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,5.8,93.9,0.0,115,1,Calefaccion,50.32,0.0,Valle,4.98
1417,2025-11-09 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,11.8,97.1,0.0,0,1,Calefaccion,54.66,0.0,Valle,5.96
1354,2025-09-06 08:00:00,Centro Comercial Delta, Valencia ,Comercial,17400,-999.0,,231.7,18,0,Apagado,37.98,25.76,Valle,1.34
2115,2025-09-30 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,24.1,65.8,636.0,83,1, REFRIGERACION,21.11,0.0,Llano,3.65
1840,2025-12-31 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,9.7,83.3,0.0,179,1,Calefaccion,287.09,0.0,Punta,73.84
745,2025-01-09 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,4.0,72.5,0.0,215,1,Calefaccion,201.84,0.0,Valle,
1962,2025-05-01 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,19.8,77.2,261.2,124,0,Apagado,25.72,0.0,Valle,2.23
1129,2025-01-25 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,9.1,99.0,0.0,87,1,Calefaccion,54.74,0.0,Valle,5.22
1825,2025-12-19 00:00:00,Planta Logistica R2,ZARAGOZA,Industrial,26000,-0.5,83.5,0.0,41,1,Calefaccion,135.52,0.0,Valle,13.9
1098,2025-12-27 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,8.1,91.2,0.0,401,1,Calefaccion,265.93,0.0,Valle,26.86
512,2025-05-21 20:00:00,Campus Norte,Bilbao,Educativo,8600,20.5,66.1,53.8,49,0,Apagado,20.24,4.07,Punta,3.47
1939,2025-04-07 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,24.8,68.9,470.5,77,1,Refrigeracion,22.62,0.0,Llano,3.19
1464,2025-12-23 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,10.7,84.7,0.0,1380,si,Calefaccion,274.54,0.0,Punta,71.0
2044,2025-07-20 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,23.4,76.4,73.3,-18,1,Ventilacion,96.22,0.0,Valle,9.71
1753,2025-10-08 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,15.4,72.1,0.0,52,1,Ventilacion,114.77,0.0,Valle,12.6
472,2025-04-11 20:00:00,Campus Norte,Bilbao,Educativo,8600,13.0,90.1,0.0,191,1,Calefaccion,31.17,0.0,Punta,6.63
399,2025-01-29 14:00:00,Campus Norte,Bilbao,Educativo,8600,11.9,90.1,365.4,-6,1,Calefaccion,88.27,28.48,Llano,8.93
1896,2025-02-22 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,12.4,84.3,0.0,327,1,Calefaccion,105.39,0.0,Valle,9.66
36,2025-02-02 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,5.7,72.4,0.0,0,0,Apagado,23.01,0.0,Valle,2.23
206,2025-07-24 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,25.7,42.1,464.6,343,1,Refrigeracion,69.83,70.85,Llano,-0.07
609,2025-08-29 00:00:00,Campus Norte, Bilbao,Educativo,8600,17.8,85.3,0.0,10,0,Apagado,12.41,0.0,Valle,1.33
253,2025-09-10 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,14.4,52.8,0.0,31,0,Apagado,24.07,0.0,Valle,2.59
1846,2025-01-05 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,8.0,87.8,0.0,96,1,Calefaccion,49.42,0.0,Valle,5.02
1068,2025-11-25 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,14.4,70.7,0.0,412,1,Calefaccion,288.58,0.0,Punta,75.03
1286,2025-06-30 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,24.2,70.0,465.1,91,no,Apagado,34.22,55.96,Llano,-1.37
1173,2025-03-10 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,-999.0,87.6,0.0,0,0,Apagado,51.41,0.0,Valle,4.69
430,2025-03-02 08:00:00,Campus Norte,Bilbao,Educativo,8600,8.2,96.1,44.2,0,0,Apagado,12.72,3.83,Valle,0.81
2031,2025-07-08 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,26.7,66.0,956.5,71,1,Refrigeracion,21.18,0.0,Llano,3.26
229,2025-08-17 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,17.8,44.0,0.0,36,0,Apagado,24.78,0.0,Valle,2.53
1004,2025-09-22 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,23.9,59.1,0.0,403,1,Ventilacion,299.81,0.0,Punta,80.98
1749,2025-10-04 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,12.5,57.3,0.0,,TRUE,Calefaccion,78.57,0.0,Valle,8.8
1030,2025-10-20 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,15.3,,74.3,412,1, VENTILACION,304.7,15.17,Llano,51.68
2207,2025-12-31 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,11.8,93.7,317.1,77,1,Calefaccion,21.08,0.0,Llano,3.37
1645,2025-06-22 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,18.2,59.5,0.0,3,0,Apagado,73.84,0.0,Valle,6.81
1584,2025-04-19 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,17.2,67.0,0.0,64,FALSE,Apagado,115.96,0.0,Valle,10.13
2124,2025-10-08 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,16.0,84.2,0.0,330,0,Apagado,98.13,0.0,Punta,26.98
1610,2025-05-17 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,19.8,59.3,407.6,51,0,Apagado,79.01,106.12,Valle,-0.91
728,2025-12-23 20:00:00,Campus Norte,Bilbao,Educativo,8600,9.9,,0.0,8,0,Apagado,13.55,0.0,Punta,3.42
319,2025-11-13 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,15.4,61.3,485.1,625,1,Ventilacion,105.02,72.9,Llano,5.65
630,2025-09-18 08:00:00,Campus Norte,Bilbao,Educativo,8600,17.8,81.3,108.9,847,0,Apagado,111.74,7.91,Llano,17.17
926,2025-07-08 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,28.0,52.2,378.7,393,1,Refrigeracion,217.85,73.66,Llano,22.12
894,2025-06-06 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,27.5,49.9,410.1,422,1,Refrigeracion,210.51,73.31,Llano,19.78
1020,2025-10-08 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,22.3,64.2,0.0,388,FALSE,Apagado,301.01,0.0,Punta,79.44
2150,2025-11-05 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,13.8,74.0,23.7,44,1,Calefaccion,30.49,0.0,Llano,5.38
35,2025-02-02 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,10.9,82.1,283.6,,0,Apagado,18.7,40.93,Valle,-0.82
1337,2025-08-21 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,22.0,70.9,0.0,92,0,Apagado,53.32,0.0,Valle,5.81
1787,2025-11-09 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,16.0,57.4,411.7,58,0,Apagado,84.1,107.2,Valle,-1.02
76,2025-03-14 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,13.6,66.5,0.0,91,1,Calefaccion,44.01,0.0,Punta,9.49
174,2025-06-22 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,28.0,58.9,426.5,74,0,Apagado,20.97,69.05,Valle,-1.75
1119,2025-01-13 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,15.5,77.1,315.1,1429,1,Ventilacion,221.62,43.34,Llano,28.56
1076,2025-12-03 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,12.8,63.0,0.0,403,1,Calefaccion,299.84,0.0,Punta,75.41
1576,2025-04-11 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,18.0,73.0,0.0,161,0,Apagado,239.76,0.0,Punta,49.25
1985,2025-05-25 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,17.1,69.6,0.0,315,0,Apagado,99.19,0.0,Valle,8.44
1813,2025-12-07 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,4.1,77.2,0.0,21,1,Calefaccion,97.37,0.0,Valle,10.18
459,2025-03-30 14:00:00,Campus Norte,Bilbao,Educativo,8600,14.0,89.9,367.5,19,0,Apagado,8.96,27.14,Valle,-0.63
1444,2025-12-03 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,13.1,88.2,0.0,1435,1,Calefaccion,289.33,0.0,Punta,73.72
930,2025-07-12 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,27.4,48.1,468.9,396,1,Refrigeracion,213.54,87.59,Valle,12.31
748,2025-01-09 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,10.8,71.6,0.0,382,1,Calefaccion,272.86,0.0,Punta,67.51
1245,2025-05-21 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,21.4,63.6,0.0,67,0,Apagado,51.22,0.0,Valle,4.55
923,2025-07-04 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,36.1,47.3,922.3,407,1,Refrigeracion,240.84,177.18,Llano,9.52
509,2025-05-21 00:00:00,Campus Norte,Bilbao,Educativo,8600,18.5,87.8,0.0,67,0,Apagado,20.34,0.0,Valle,1.83
711,2025-12-07 14:00:00,Campus Norte,Bilbao,Educativo,8600,13.6,94.2,286.7,66,0,Apagado,12.14,21.32,Valle,-0.38
2078,2025-08-25 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,17.6,79.0,237.8,62,0,Apagado,17.82,0.0,Llano,2.96
608,2025-08-25 20:00:00,Campus Norte,Bilbao,Educativo,8600,19.9,76.7,0.0,56,0,Apagado,15.35,0.0,Punta,3.93
388,2025-01-17 20:00:00,Campus Norte,BILBAO,Educativo,8600,8.1,88.6,0.0,116,1,Calefaccion,29.83,0.0,Punta,7.28
1118,2025-01-13 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,10.4,89.9,0.0,93,0,Apagado,54.08,0.0,Llano,8.34
868,2025-05-09 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,24.0,63.9,0.0,386,1,Ventilacion,288.49,0.0,Punta,60.61
